Tussenstand_prediction,id,text
N,322022383303151616,Steun! Studenten lopen Batavierenrace voor KWF Kankerbestrijding: http://t.co/bSSM9AzL1f via @ScienceCafe053 #KWF
N,322065911379013632,14/04 Radio Oost 18.02 uur: Batavierenrace voor KWF; problemen pinautomaten voor gehandicapten; handreiking inzetbaarheid oudere werknemers
N,322257319528394753,RT @RonNuwenhof: Steun! Studenten lopen Batavierenrace voor KWF Kankerbestrijding: http://t.co/bSSM9AzL1f via @ScienceCafe053 #KWF
N,322330933346848768,@EigenWijzeBant gaat er voor zorgen dat we de beschikking hebben over een busje tijdens de #batavierenrace 2013! Top!!
N,322334106107146240,RT @BatavierenNOP: @EigenWijzeBant gaat er voor zorgen dat we de beschikking hebben over een busje tijdens de #batavierenrace 2013! Top!!
N,322378306940981248,Klaar voor de start? 27 april is de jaarlijkse Batavierenrace en er zijn nog etappes vrij om gelopen te worden... http://t.co/GzJXPr4xvk
N,322387092837634048,"27 april de batavierenrace met Alpha, vanavond voor de derde keer deze week trainen!"
N,322514578095362050,Kom maar op met die Batavierenrace #nachtvoorbereiding #27april
N,322664734400856064,The Road to the BatavierenRace: http://t.co/ZgLXFUC4qR via @youtube
N,322693527781912576,RT @the25Gangsters: Wij zoeken nog een loper voor in de middagploeg bij de #batavierenrace Wie komt ons versterken? #bata2013  @batavier ...
N,322742375984283648,Check this out we got 100 views in a few hours :)))))) The Road to the BatavierenRace: http://t.co/ZgLXFUC4qR via @youtube
N,322771745452982273,@Sjefke_ wanneer is dat? Ik ga naar de batavierenrace en wilde eigenlijk ook wel naar de lustrum driedaagse
N,322782712173850624,"@Sjefke_ joh, lachen man! die batavierenrace wordt echt een gaaf feestje"
N,322821625261195264,Sponsor Roelyn van der Hoek! Zij loopt de Batavierenrace en steunt Bata4life en dus kankeronderzoek aan de UT! #KWF http://t.co/hKPBVDTZ0c
N,323071185782968320,"weersverwachting Batavierenrace: 1e update nachtploeg 6 graden, ochtend 10 en middag 14 graden, droog en zwakke zw wind."
N,323343941367906304,At the Batavierenrace I'll run 7.1 km to raise money for KWF Kankerbestrijding (cancer research). Support me via http://t.co/okxAFoTPVp TY!
N,323344089183567872,RT @AnniqueTweets: At the Batavierenrace I'll run 7.1 km to raise money for KWF Kankerbestrijding (cancer research). Support me via http ...
N,323695981206069248,"He bah, na 2 hele leuke edities dit jaar definitief geen @Batavierenrace voor mij :'("
N,323761641290354689,Deelnemers gezocht voor de Batavierenrace! Ben jij een sportief type en/of vind je het gezellig om met een leuke... http://t.co/jr3SOA52CP
N,323853977596874754,"Niet verkeerd, hardlopen op koninklijke gronden! Trainen voor de #batavierenrace http://t.co/RGNef9nmoq"
N,323888963024736257,"Getting pumped and more pumped each time I go running, #batavierenrace #goal : 7,8 km in 35-39 mins"
N,324079781694033920,Opwarmen voor de Batavierenrace:                     36 studenten en medewerkers deden maandag mee aan de Aclo... http://t.co/gRe1KrEskc
N,324085407602057217,25 UvT'ers naar Batavierenrace http://t.co/JJidXvfCST #uvt #univers
N,324088086885695488,RT @universtweet: 25 UvT'ers naar Batavierenrace http://t.co/JJidXvfCST #uvt #univers
N,324088383666257920,25 UvTers naar Batavierenrace: Ook dit jaar vaardigt de UvT weer een team af voor deelname aan de ... http://t.co/4TGCsNNc5d #onderwijs
N,324126929189994496,@laurensvk leuk stukje! ik denk dat ik maar niet probeer je bij te houden bij de #Batavierenrace ;)
N,324143779869253632,Dreigende extra wedstrijd voor H1 op 27 april zet Josje voor mogelijke bezettingsproblemen bij de Batavierenrace. Lopers gezocht! wie o wie?
N,324219889491517442,Wij sponsoren #batavierenrace #asvgay. Als je zo wordt bedankt is dat klasse. --- Verzonden via WhatsApp http://t.co/B80jQmMolf
N,324228782305206272,Bata overnames trainen! #batavierenrace #universiteitsteamamsterdam http://t.co/ae6zT5SxW5
N,324228893114511360,Oefenen van de wissels voor de #Batavierenrace @UniTeamAdam http://t.co/ZdL5ETqw8q
N,324240781995020289,"Dus op de planning: cascaderun, batavierenrace, color run &amp; ladiesrun. Lekker lopen "
N,324318873702764549,"Ik ga spierpijn krijgen van het hardlopen, maar zonder trainen ga ik die batavierenrace nooit halen"
N,324460023101153280,De @batavierenrace komt er weer an. En dus met mijn mobieltje een filmpje van 1 vd Sloveense deelnemers gemaakt http://t.co/oLOlrJEEHx
N,324485261847306241,Today our new banners arrived! Looking forward to see them at the Start and Finish of the 41st @Batavierenrace next weekend.
N,324525153369333761,Over 10 dagen start de 41ste editie van de @batavierenrace! Welke studentenstad gaat winnen?! Stem op http://t.co/KZMaP6e0qZ #studentensport
N,324545529507893248,"Generale repetitie" vanavond voor de batavierenrace :) 9.5 km te lopen
N,324546828504793090,Wie o wie heeft er een tent (of meerdere tentjes) te leen voor de Batavierenrace??? We komen heel erg te kort!!... http://t.co/FzKYg1OA4w
N,324594496618774528,@Batavierenrace De kop is eraf! 3000 euro is binnen. Nu nog meer lopers aanmoedigen om zich in te schrijven http://t.co/RQmnTAfGhu! RT svp
N,324611979450937345,Het weer was er perfect voor vanavond ongeveer 12 km gelopen! Ging lekker laat de #batavierenrace maar komen!!!
N,324619981390237696,I just joined the Batavierenrace on @runkeeper. Check it out! http://t.co/xXQNJAJy9d
N,324836600410419200,Batavierenrace voorbereidingen treffen nu bij runnersworld Nijmegen
N,324864278823854080,De GNSK-commissie is al vrijwilliger bij de 41e Batavierenrace! Jij ook? http://t.co/PzFwWxYEkR
N,324903404713435136,RT @GNSK2013: Ook de organisatie van #GNSK2013 steunt de 41e editie van de @Batavierenrace bij de grootste estafetteloop ter wereld http ...
N,325176529988493312,De @Batavierenrace #stadvannu zamelt dit jaar geld in ten bate van KWF Kankerbestrijding. Sponsor ook! http://t.co/e02yxexHoh
N,325197806866423808,Persbericht: BataRadio doet live verslag Batavierenrace http://t.co/R5R2KmUBLq #tvefm #enschede #batavierenrace @Batavierenrace #bata
N,325205205878722560,#RMCTwente Persbericht: BataRadio doet live verslag Batavierenrace http://t.co/xpgx5IPFfK #tvefm #enschede @Batavierenrace #bata
N,325205215999582209,#RMCTwente Persbericht: BataRadio doet live verslag Batavierenrace http://t.co/oxqBKSaHTF #tvefm #enschede @Batavierenrace #bata
N,325205218876874754,#RMCTwente Persbericht: BataRadio doet live verslag Batavierenrace http://t.co/zkS05OKBgg #tvefm #enschede @Batavierenrace #bata
N,325205221984837633,#RMCTwente Persbericht: BataRadio doet live verslag Batavierenrace http://t.co/pxPN3FHuAW #tvefm #enschede @Batavierenrace #bata
N,325214627023699970,#persbericht BataRadio doet live verslag Batavierenrace: [ Vrijdag 19 april 2013 | TV Enschede FM ] De jaarlij... http://t.co/vGSfefLOML
N,325222641139077120,BataRadio doet live verslag Batavierenrace - Nieuwsbank - Nieuwsbank (persbericht) (abonnement): BataRadio doet... http://t.co/ZCRioAlGox
N,325530564050436096,Over precies 1 week.... BAM!!! @Batavierenrace met daarna het grootste studentenfeest van de Benelux #batavierenfeest http://t.co/GSLCD9lno0
N,325537535122096128,Filmpje @skyflynl: Nog 1 week! @Batavierenrace met daarna het grootste studentenfeest v.d. Benelux #batavierenfeest http://t.co/T70I69iWCl
N,325545903295430656,Over 7 dagen al @Batavierenrace! #timeflies
N,325557547488645120,RT @skyflynl: Over precies 1 week.... BAM!!! @Batavierenrace met daarna het grootste studentenfeest van de Benelux #batavierenfeest http://
N,325557687683264512,RT @Events_NL: Filmpje @skyflynl: Nog 1 week! @Batavierenrace met daarna het grootste studentenfeest v.d. Benelux #batavierenfeest http://t
N,325626700392185856,6 days to go!! http://t.co/lupBPjBGmI
N,325660100863852546,"update weerverwachting Batavierenrace. bewolkt met spatje regen, nacht 5, ochtend 10 en middag 15 graden."
N,325718203596673024,"Mijn etappe voor de #batavierenrace volgende week: Etappe 2 (6,7 km), (stijgend en) sterk dalend. Top! :)"
N,325909965279744000,Bekijk Batavierenrace op Google Play! https://t.co/CkPFmJdCYR
N,325914393151938561,"Nog een paar dagen, dan is het zover: de 41e Batavierenrace. :D"
N,325926657091334144,Aankomend weekend zal @UPNijmegen  met een team de @Batavierenrace lopen. Training is nu echt van start!
N,325963732192747520,200m intervaltraining met Ralph als voorbereiding voor de batavierenrace. Ging goed! http://t.co/KiAGdsYHxR
N,325989309385678849,Vanmiddag 15k gerend http://t.co/ciu0DNpWMy . Laat die #batavierenrace maar komen! #zinin
N,325995224373542912,Volgende week gaan 25 #Arnhemse studenten 170 km rennen namens de @VSArnhem tijdens de @Batavierenrace http://t.co/78yCkdQjJX
N,325995482235170817,Volgende week gaan 25 #Arnhemse studenten 170 km rennen namens de @VSArnhem tijdens de @Batavierenrace http://t.co/YdQx4Gj60M #trots
N,326045577806753793,@vessie @Tapz @Scarbir Ik ben in Enschede zaterdag! Batavierenrace. Veel plezier!
N,326056539427332096,"Ik heb dit weekend bijna 10km hardgelopen, dus vind eigenlijk wel dat ik volgend weekend naar het feestje vd #batavierenrace mag."
N,326185033075404801,Bataradio doet live verslag Batavierenrace http://t.co/6FVfQENoC3
N,326206049621258240,"Begin van een 4 daagse werkweek, vrijdag vrij ivm verkeer regelen voor basisschool ""De Achtsprong"" in Zupthen en de Batavierenrace"
N,326226402024251393,Huis aan huis: Batavierenrace live te volgen #enschede http://t.co/6eDWOhkPak
N,326232806005018625,Batavierenrace live te volgen http://t.co/YBocwNKbvO
N,326233566428160000,#Enschede Batavierenrace live te volgen: ENSCHEDE-  De jaarlijkse Batavierenrace is ook dit... http://t.co/l7sWLsXbyf  de weekkrant.nl
N,326234481587527681,RT @EnschedeNL: Batavierenrace live te volgen http://t.co/YBocwNKbvO
N,326235839342448641,RT @TC_HBG: #Enschede Batavierenrace live te volgen: ENSCHEDE-  De jaarlijkse Batavierenrace is ook dit... http://t.co/l7sWLsXbyf  de week
N,326241515510824962,Komend weekend staat de Batavierenrace weer op het agenda. De medewerkersboekjes zijn al klaar.... Zaterdagnacht... http://t.co/DMVtyu6uH3
N,326241917711028224,RT @EnschedeNL: Batavierenrace live te volgen http://t.co/YBocwNKbvO
N,326242645846396929,Batavierenrace live te volgen: ENSCHEDE- De jaarlijkse Batavierenrace is ook dit jaar van begin tot ... http://t.co/M2e05qILTb #Enschede
N,326244313904316416,Batavierenrace live te volgen | Huis aan Huis Enschede | d Weekkrant http://t.co/9AIX7aM2lp
N,326255003264221184,Batavierenrace live te volgen http://t.co/q4WqBxkjPi
N,326258837386571776,#nieuws Batavierenrace live te volgen http://t.co/NcOo2FGvBf #enschede
N,326261172569518081,Overleg Batavierenrace #Bata#UT
N,326269653972291584,We zijn eruit! Mooi schema om de @Batavierenrace te coveren met alle mensen van @UTNieuws.
Y,326272954902122496,Aanstaande zaterdag is de alweer 41e @Batavierenrace https://t.co/ChVLKfFfvE  Voor lopers die zoeken naar een team: https://t.co/Bsi2wRXess
N,326274134894063617,We zijn nog op zoek naar lopers voor de Batavierenrace. Kom jij ons team versterken? Laat het ons weten! Meer info: http://t.co/UudewLs2vG
N,326292187065245696,"Ongelofelijk,de #Batavierenrace is zaterdag pas, maar nu al kan ik aan niks anders denken :) En dat terwijl ik mijn scriptie moet schrijven!"
N,326302264375525376,Aankomende zaterdag start de #Batavierenrace! #SSN kan niet wachten..! Waar kijk jij het meest naar uit?
N,326336162576863234,"Oproep: Nog twee mensen gezocht voor de Batavierenrace!! Vriendjes, vriendinnetjes iedereen is welkom!! Dus weet... http://t.co/3GzYDFqHbS"
Y,326337147244249089,@studentsportNL de borrel met oud-bestuursgenoten uiteraard!  @batavierenrace
N,326346352856555520,Wij zoeken nog steeds een loper voor in de middagploeg bij de #batavierenrace Wie komt ons versterken? #bata2013  @batavierenrace please RT!
N,326346936368107521,RT @the25Gangsters: Wij zoeken nog steeds een loper voor in de middagploeg bij de #batavierenrace Wie komt ons versterken? #bata2013  @bata
N,326353096794050566,RT @the25Gangsters: Wij zoeken nog steeds een loper voor in de middagploeg bij de #batavierenrace Wie komt ons versterken? #bata2013  @bata
N,326353724291293186,RT @the25Gangsters: Wij zoeken nog steeds een loper voor in de middagploeg bij de #batavierenrace Wie komt ons versterken? #bata2013  @bata
N,326384704616013824,Komend weekend zal de Batavierenrace plaatsvinden! Door uitval van 2 van onze lopers zijn wij nu opzoek naar 2... http://t.co/TPFiBvIz8C
N,326388960085544962,"Just completed a 8.83 km run - I am so ready for saturday, @batavierenrace ! #yam http://t.co/4EPb7fNCGY #RunKeeper"
N,326412844692299776,"Mn running coach Evy in mn oor 'En let wel, tis geen wedstrijd h'...... :-) dat is het dus wl! #batavierenrace #winningteam"
N,326414078975279104,Ook batavierenrace dit jaar in punten geregeld @Batavierenrace @UTNieuws @Audentis laatste lootjes wegen het zwaarst https://t.co/8hHkvhzQKU
N,326426928271736833,"Zaterdag is het er weer! Werelds grootste estafetteloop, de @Batavierenrace, gaat weer van start. Van Nijmegen naar Enschede in 25 etappes."
N,326445133056843776,"Yesss trainen gaat goed, vrijdag richting Nijmegen #batavierenrace"
N,326531383264698368,Batavierenrace live te volgen - d Weekkrant: Batavierenrace live te volgen d Weekkrant Ook hoofdsponsor SUSA... http://t.co/AWWrOAarwL
N,326610123990630400,Het twitter-account van BataRadio wordt weer afgestoft! Vrijdag om 23:00 uur gaan we van start met ons live-verslag van de Batavierenrace!
N,326611321594449921,RT @bataradio: Het twitter-account van BataRadio wordt weer afgestoft! Vrijdag om 23:00 uur gaan we van start met ons live-verslag van de B
N,326612080524398592,BataRadio doet live verslag Batavierenrace http://t.co/smPDhPWUAL
N,326636234300616704,"Gezocht: mensen die de batavierenrace willen mee rennen! 70eu incl inschrijfgeld, eten en drinken."
N,326654810860441600,Wil je geen meter missen van de #Batavierenrace ? Luister dan zaterdag naar @BataRadio bij #Enschede FM! http://t.co/R5R2KmUBLq #tvefm #bata
N,326659284173742080,@denniskrist 70 euro!!! Krijg je daar een luxe 5-gangen-diner bij #dtv #batavierenrace #ikloopgratismee
N,326670365453611008,Maar mooi natuurlijk dat alle lopers van de @Batavierenrace kunnen douchen zonder de veteranenziekte op te lopen.
N,326672503655235584,Sportcentrum op de campus weer vrij van legionella http://t.co/5QbFRbbX0P #tvefm #enschede #batavierenrace #legionella
N,326675508249120769,@Batavierenrace heb zin in de bata ieder jaar een hoogte punt
N,326687835547635713,Just completed a 4.12 km run - Vrij gemakkelijk rondje voorbereiding! #Batavierenrace http://t.co/bpj8zj8O4D #RunKeeper
N,326733520355606528,"Het laatste rondje lopen voor de 10,4 kilometer aanstaande zaterdag #Batavierenrace"
N,326788783817252864,"Nou, eindelijk weer eens gesport. Nu hopen dat mijn been er niet afvalt met de Batavierenrace."
N,326789314170212352,Over de Batavierenrace gesproken... Zijn er nog leuke hardlopers die mee willen doen? :')
N,326800817355112448,"via wahtsapp de vraag, doe jij dit jaar nog mee #batavierenrace ik heb geantwoord op de campus wel #duidelijketaal"
N,326804303249563648,"Eindelijk alles voor de #batavierenrace geregeld! Wat een werk. Komende vrijdag is het zo ver, enorm zin in!"
N,326806682850193408,"Heb je nog geen team en wil je meerennen? Wij zoeken nog iemand voor op de 8,1 en de 3.6 in de nacht en de 2.9 in de ochtend #Batavierenrace"
N,326808664851771392,"Wie o wie heeft er zin ons Batavierenrace-team 'Het Gele Gevaar' te versterken? We zoeken nog iemand voor de 8,1... http://t.co/tCXaENIGCo"
N,326935216440627200,#nieuws Batavierenrace zet zich in voor kankerbestrijding http://t.co/EvxU9kOfiG #enschede
N,326960406646116352,Luister allemaal naar #bataradio voor de laatste updates tijdens de batavierenrace #createtomorrow #schaamtelozezelfpromotie
N,326963307477098497,Luister allemaal naar #bataradio voor de laatste updates tijdens de batavierenrace #create2013  #schaamtelozezelfpromotie
N,326966218856726529,"Daar gaan we weer! 27-4 @Batavierenrace, 29-4 #OpenErrup en 30-4 @oranjepark! #gaseropdakeraf"
N,326966694151086080,Bata live te volgen op radio: De 41e editie van de Batavierenrace is dit jaar te volgen op BataRadio... http://t.co/TUwth4rgvy #Enschede
N,326973234400591872,RT @bataradio Luister allemaal naar #bataradio voor de laatste updates tijdens de batavierenrace #create2013  #schaamtelozezelfpromotie
N,326974257617842176,RT @bataradio: Luister allemaal naar #bataradio voor de laatste updates tijdens de batavierenrace #create2013  #schaamtelozezelfpromotie
N,326974350710419458,RT @bataradio: Luister allemaal naar #bataradio voor de laatste updates tijdens de batavierenrace #create2013  #schaamtelozezelfpromotie
N,326980131623153664,De #Veluweloop: ook sportief en actief aanwezig bij de #batavierenrace op 27 april! more... http://t.co/fo71A0d8Jh
N,327008171401039873,Za 27 april a.s. zijn @biancaleusink en ik er niet met Wakker Worden Enschede #WWEFM op #TVEFM ivm Batavierenrace. 4 mei zijn we er weer....
N,327022404733923329,Batavierenrace door Ulft :-D #zinin! RT @DRU_IP: Zaterdagochtend zijn ze er weer; heeeel erg vroeg... http://t.co/D1ujK2Nc5g
N,327026360319086592,Laatste training voor de grootste (studenten)estafette van Europa! #batavierenrace
N,327026603223838720,Za 27 april a.s. zijn @janbruins en ik er niet met Wakker Worden Enschede #WWEFM op #TVEFM ivm Batavierenrace. 4 mei zijn we er weer....
N,327033842231824384,Een ontspannen duurloop van 11km (14kmh gem.) in de brandende zon. I'm ready! #batavierenrace #rughanze
N,327034162760523776,"Quote van voorbijganger: ""JIj bent gezegend met een mooie hardlooppas, jongeman!"" #keeponrunning #batavierenrace"
N,327038822087024640,"Gister lekker geoefend voor de batavierenrace, het bier drinken zit wel goed!"
N,327057698539585536,"@JelleWagenvoort Soms hebben ze de behoefte om een ommetje te maken inderdaad ;) We hebben zin in de #BBQ @Batavierenrace, tot dan!"
N,327103895279112192,Wat een week! Vrijdagavond klanken we de @Batavierenrace in Nijmegen op. Zondag nemen we deel aan een afstudeerproject met echte opnames 1/2
N,327105465429409793,"@ctsgalembic Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105490230321152,"@Dimensie Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105506353221633,"@svcommunique Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105519967944704,"@SGDaedalus Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105537097469952,"@ConcepTTwente Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105567736868864,"@SiriusEnschede Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105581875879937,"@AEGEEEnschede Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105598393024512,"@csvAlpha Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105621214240768,"@Audentis Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105640768094209,"@interactief Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105658883276800,"@svStress Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105672141492224,"@etsvscintilla Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105686016258048,"@svarago Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105706182447104,"@SVATAstatine Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105798939480066,"@EindhovenSAC Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105900965933058,"@AcademischTweet Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327105946499305472,"@BestuurVvTP Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106083799851008,"@svIDent Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106113046732800,"@vgsn_tq Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106136773885952,"@hardloopevents Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106206189637632,"@SVTabulaRasa Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106238678704131,"@WSGAbacus Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106331481878528,"@SUSAstudenten Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106372665737217,"@svindustria Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106411026862080,"@ELSZWVAquamania Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106430828154881,"@mszvtiburon Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106477343006720,"@Tbuitink Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106491825934337,"@UTwente Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106569064050688,"@Aeolusrun Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106612382818304,"@utsaxionteam Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106640962789376,"@SUTwente Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106672424280064,"@stemureka Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106761188319232,"@vgst Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106920395702274,"@batatv Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106956772900865,"@drv_euros Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327106980059705344,"@Batavierenrace Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327107054080774144,"@thomasvanvliet Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327107075249414145,"@elger Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327113621953970178,Iedereen hard gewerkt bij #create2013. Dit weekend sportief relaxen tijdens #batavierenrace en #bataradio uit je speakers laten knallen.
N,327122378570231809,"Verdorie, komend weekend al de Batavierenrace. Groot faalmomentje van mezelf, sta ik weer hamburgers te bakken.. Dom, dom, dom!"
N,327126579031449602,"Nu: Info-avond @olymposutrecht voor de Utrechtse lopers vd 41e @Batavierenrace. Go Team Utrecht, vl succes en plezier komend weekend!"
N,327162567803940865,Heerlijk calamiteitenschema van de Batavierenrace. Er wordt bij een levensbedreigend ongeval als 3e stap al (!) EHBO verlenen geadviseerd.
Y,327170272669097985,"Change of plans, toch een 7,4km met een dijk omhoog in plaats van een 6,7km heuvelafwaarts vrijdagnacht. Challenge accepted! #batavierenrace"
N,327189607601012738,@sportinarnhem heeft de sporters van het jaar bekend gemaakt. Ik ga dit weekend de #Arnhemse studerende sporthelden aanmoedigen! #Bata13
N,327276510031515648,RT @MVenhovens: @sportinarnhem heeft de sporters van het jaar bekend gemaakt. Ik ga dit weekend de #Arnhemse studerende sporthelden aanmoed
N,327296685158047745,RT @the25Gangsters: Wij zoeken nog steeds een loper voor in de middagploeg bij de #batavierenrace Wie komt ons versterken? #bata2013  @bata
N,327298763578306560,"@_xRobin as vrijdag zijn we van 18.00 tot 01.00 te vinden in Nijmegen, rond om de Batavierenrace zullen we #MonsterEnergy samplen!"
N,327309777510203392,"Aftellen is begonnen. US'ers eten massaal pasta ter voorbereiding op de Batavierenrace, die vrijdagnacht om 12 uur van start gaat."
N,327325745452036096,Wil je geen meter missen van de #Batavierenrace ? Luister dan zaterdag naar @BataRadio bij #Enschede FM! http://t.co/R5R2KmUBLq #tvefm #bata
N,327327532863074305,De programmering van BataRadio 2013 is rond! #batavierenrace #bataradio http://t.co/V4sXlDTgX7
N,327329249788837888,De Maastrichtse teams zijn klaar voor de Batavierenrace van komende zaterdag. Het erepodium is haalbaar.... http://t.co/yzLui7BYI6
Y,327330934376513536,Vandaag o.a. verder met #Nima marketing studie en 'lijstje maken' voor #Batavierenrace
N,327331566365851648,Komend weekend #batavierenrace met motor. Zo'n 18uur lang bikkelen ;) Toch elk jaar weer 'n feestje om mee te mogen maken.
N,327342075903369216,Agenda: Batavierenrace  http://t.co/UixVStjDn9
N,327344253590179840,Morgennacht is het weer zover.@Batavierenrace 2013.Kunnen we revanche nemen op @Appeltaart200 en @SNOTRunningteam  voor de afgelopen 2 jaar?
N,327344913274503170,@Aeolusrun @Batavierenrace @SNOTRunningteam Revanche? Kom maar op!
N,327345181705777153,"Al zenuwachtig voor de Batavierenrace? Het bestuur niet, beweert voorzitter Leon Schipper. http://t.co/2laooU4Buf"
N,327348207317286912,Veel succes! @observantUM: De Maastrichtse teams zijn klaar voor de Batavierenrace van komende zaterdag. http://t.co/I6lmJkbINT
N,327351831481163776,"RT @UTNieuws: Al zenuwachtig voor de Batavierenrace? Het bestuur niet, beweert voorzitter Leon Schipper. http://t.co/2laooU4Buf"
N,327355404914933760,RT @Aeolusrun: Morgennacht is het weer zover.@Batavierenrace 2013.Kunnen we revanche nemen op @Appeltaart200 en @SNOTRunningteam  voor de a
N,327357032967585792,#Batavierenrace lopers opgelet: #festivaart kaarten winnen?! Ga naar onze Facebook-pagina en kijk wat je moet doen! http://t.co/hzyLN1yJuZ
N,327362768049147904,RT @Aeolusrun: Morgennacht is het weer zover.@Batavierenrace 2013.Kunnen we revanche nemen op @Appeltaart200 en @SNOTRunningteam  voor de a
N,327365967321636865,RT @Aeolusrun: Morgennacht is het weer zover.@Batavierenrace 2013.Kunnen we revanche nemen op @Appeltaart200 en @SNOTRunningteam  voor de a
N,327367460829413378,Is er nog een snelle man die het team van @GSTV_Tritanium zou willen versterken bij de batavierenrace? Gaat om een etappe in de middag #pleh
N,327374997435858944,"Hoge dosis cafene leidt tot betere duurprestatie" (@TopsportTopics)  http://t.co/0cxPIyM5F0 Ik ben al bezig! #batavierenrace
N,327375972699602944,Laatste training gedraait voor de #batavierenrace. ben er klaar voor! Hopelijk is t net zo warm als vandaag! Nu snel douchen en naar de uni
N,327380835806347264,Leuk te horen dat oud-collega @fransdv dit weekend weer woordvoerder is tijdens de @Batavierenrace
N,327385231155933184,Net mijn slaapzak ingepakt. Morgen naar Nijmegen om de batavierenrace te begeleiden. Letterlijk een lang weekend.
N,327385583657836544,Batavierenrace start vrijdagnacht en komt zaterdagmiddag aan in Enschede. Vrijdag op en zaterdagavond weer naar bed. 36 uur op. Lang geleden
N,327395299171631104,RT @laurensvk: "Hoge dosis cafene leidt tot betere duurprestatie" (@TopsportTopics)  http://t.co/0cxPIyM5F0 Ik ben al bezig! #batavierenra
N,327402880887828480,"De batavierenrace is dringend op zoek naar een aantal slaapwachten, en heeft AEGEE daarom benaderd voor een... http://t.co/XIENzdyA9D"
N,327407961657978881,Echt te lang niks met twitter gedaan. Met de Batavierenrace in het vooruitzicht een mooi moment om er nieuw leven in te blazen! #back
N,327415338994118657,"RT @bataradio: @utsaxionteam Luister  naar #bataradio voor de laatste updates tijdens de #batavierenrace , veel succes met lopen!"
N,327416370977464320,In verband met een voetblessure is er helaas een afmelding ontvangen voor de Batavierenrace. We zoeken een nieuwe... http://t.co/OyMvx0Kn7m
N,327428398018334720,Dit weekend Batavierenrace. Ik ga sterven. #GEWIS
N,327433305840578560,@chocochic masuk ke batavierenrace.nl
N,327435133730836482,"Zo'n rondje hardlopen om de singel is lekker, maar valt best tegen! Zaterdag moet het gebeuren #Batavierenrace #Utwente #Enschede"
